Epoch,Train Loss,Train Accuracy,Train Time (s),Test Loss,Test Accuracy,Inference Time (s),Learning Rate
70,0.12677251391721014,95.524,15.609558820724487,0.7876575641334057,80.14,1.539252519607544,0.0008
71,0.12557840586772986,95.552,15.618975400924683,,,,0.0008
72,0.12830788683982527,95.43,15.602501392364502,,,,0.0008
73,0.12240906890329657,95.75,15.616878032684326,,,,0.0008
74,0.11934657849143354,95.7,15.607340812683105,,,,0.0008
75,0.12557460128196649,95.63,15.605712175369263,0.7907675176858902,79.36,1.5348167419433594,0.0008
76,0.11918953420328242,95.738,15.625032424926758,,,,0.0008
77,0.11245255198861871,96.126,15.618067741394043,,,,0.0008
78,0.1190284023593579,95.672,15.617266416549683,,,,0.0008
79,0.10901582881580202,96.05,15.621528148651123,,,,0.0008
80,0.10440582725010356,96.326,15.608036279678345,0.8344794258475303,80.28,1.535944938659668,0.0008
81,0.10761301156741623,96.24,15.641457080841064,,,,0.0008
82,0.11021550957645689,96.05,15.638991355895996,,,,0.0008
83,0.10853007300851905,96.106,15.60652780532837,,,,0.0008
84,0.09667420921353054,96.61,15.613234996795654,,,,0.0008
85,0.1041703326817678,96.274,15.604080200195312,0.8096110947430134,80.94,1.5328006744384766,0.0008
86,0.09619597119412251,96.578,15.603626728057861,,,,0.0008
87,0.09635232174198846,96.566,15.65863585472107,,,,0.0008
88,0.10155397894963318,96.388,15.62838888168335,,,,0.0008
89,0.1001706021666831,96.5,15.623244762420654,,,,0.0008
90,0.09493493115795511,96.588,15.611630201339722,0.8788873165845871,80.12,1.5491554737091064,0.0008
91,0.09256214734014807,96.774,15.595219135284424,,,,0.0008
92,0.09533137292126004,96.534,15.613144874572754,,,,0.0008
93,0.09310252648987333,96.63,15.603298902511597,,,,0.0008
94,0.08927331411526823,96.87,15.605846881866455,,,,0.0008
95,0.09295336660757965,96.634,15.605437517166138,0.8417363002896309,80.2,1.553635835647583,0.0008
96,0.09131984163683896,96.748,15.620118618011475,,,,0.0008
97,0.08698001937294493,96.974,15.597676515579224,,,,0.0008
98,0.08545983778502868,96.964,15.627975702285767,,,,0.0008
99,0.07773893870109198,97.206,15.601600170135498,,,,0.0008
100,0.08334712614780482,97.062,15.602082014083862,0.8712304204702377,80.46,1.537818193435669,0.0008

Args Information
model_type,performer
image_size,32
patch_size,4
num_classes,10
dim,128
depth,6
heads,8
mlp_dim,256
pool,cls
channels,3
dim_head,32
dropout,0.1
emb_dropout,0.1
batch_size,256
num_epochs,100
learning_rate,0.0008
epoch_step,5
csv_file,performer_relu.csv
model_name,performer_relu_model.pth
nb_features,128
generalized_attention,True
kernel_fn,relu
no_projection,False
qkv_bias,True
