Epoch,Train Loss,Train Accuracy,Train Time (s),Test Loss,Test Accuracy,Inference Time (s),Learning Rate
65,0.15550189746581777,94.472,9.311838388442993,0.6812483429908752,81.46,1.015695571899414,0.0008
66,0.1593147954542418,94.292,9.29557991027832,,,,0.0008
67,0.15894867225112963,94.298,9.292117834091187,,,,0.0008
68,0.14559977972994045,94.836,9.290410995483398,,,,0.0008
69,0.14815869098719286,94.594,9.341352224349976,,,,0.0008
70,0.14594019154961013,94.786,9.322810173034668,0.7286994092166423,81.74,1.022831678390503,0.0008
71,0.1472803559154272,94.666,9.303375244140625,,,,0.0008
72,0.13633438070513765,95.122,9.296056032180786,,,,0.0008
73,0.1434516628481904,94.804,9.30892562866211,,,,0.0008
74,0.12679609656333923,95.442,9.332024097442627,,,,0.0008
75,0.12487005706572411,95.43,9.308700323104858,0.7427689388394356,81.32,1.0219190120697021,0.0008
76,0.13339338208339652,95.358,9.319693088531494,,,,0.0008
77,0.1251187681087426,95.602,9.306554555892944,,,,0.0008
78,0.1266182007039992,95.432,9.304408311843872,,,,0.0008
79,0.12765878575796985,95.456,9.302511930465698,,,,0.0008
80,0.1260806549226447,95.476,9.31095552444458,0.7315192267298698,81.59,1.0554184913635254,0.0008
81,0.11955062982303147,95.692,9.305746078491211,,,,0.0008
82,0.11825772236120335,95.786,9.310256242752075,,,,0.0008
83,0.11420331863040219,95.926,9.32327651977539,,,,0.0008
84,0.11646958503263946,95.824,9.320783138275146,,,,0.0008
85,0.10625018354277221,96.188,9.378847122192383,0.7296286284923553,81.64,1.0336885452270508,0.0008
86,0.10815918582434557,96.158,9.315119981765747,,,,0.0008
87,0.108793385478915,96.12,9.30112361907959,,,,0.0008
88,0.10810530953565423,96.242,9.31509256362915,,,,0.0008
89,0.10789021771705272,96.186,9.295321941375732,,,,0.0008
90,0.10083025551344059,96.42,9.31299114227295,0.7783834174275398,81.65,1.0161380767822266,0.0008
91,0.1038455309308305,96.244,9.28819489479065,,,,0.0008
92,0.10142282833706359,96.396,9.336029767990112,,,,0.0008
93,0.10134538067314698,96.394,9.307355165481567,,,,0.0008
94,0.10909846236891284,96.074,9.317888736724854,,,,0.0008
95,0.097670058301669,96.596,9.306666612625122,0.7764398381114006,81.79,1.011995553970337,0.0008
96,0.09450891678582649,96.714,9.32382869720459,,,,0.0008
97,0.09030404746798533,96.79,9.310667753219604,,,,0.0008
98,0.09157989265359177,96.738,9.311075448989868,,,,0.0008
99,0.09345913127216758,96.706,9.302399635314941,,,,0.0008
100,0.09931145441167209,96.464,9.308491945266724,0.7964462608098983,81.65,1.0354132652282715,0.0008

Args Information
model_type,vit
image_size,32
patch_size,4
num_classes,10
dim,128
depth,6
heads,8
mlp_dim,256
pool,cls
channels,3
dim_head,32
dropout,0.1
emb_dropout,0.1
batch_size,256
num_epochs,100
learning_rate,0.0008
epoch_step,5
csv_file,vit_original.csv
model_name,vit_model.pth
nb_features,
generalized_attention,False
kernel_fn,relu
no_projection,False
qkv_bias,True
