Epoch,Train Loss,Train Accuracy,Train Time (s),Test Loss,Test Accuracy,Inference Time (s)
79,0.11418582513795027,95.856,31.75513458251953,,,
80,0.10078562757529108,96.396,31.49893569946289,1.2579613742949087,72.94,3.5287349224090576
81,0.10794640644489194,96.172,31.68246030807495,,,
82,0.10196778147726718,96.354,31.76172685623169,,,
83,0.10150520443020726,96.348,32.124648571014404,,,
84,0.10547127730458442,96.2,31.43928098678589,,,
85,0.09825596577771332,96.478,31.736661672592163,1.3602645427365847,72.37,3.6005358695983887
86,0.09974166325977087,96.366,32.05675506591797,,,
87,0.08813102332317768,96.848,31.865381717681885,,,
88,0.09526116692501566,96.592,31.404789447784424,,,
89,0.10678973301406712,96.086,31.777196168899536,,,
90,0.09803209782046887,96.516,31.66028094291687,1.3156254864946197,73.13,3.5761892795562744
91,0.08552371172229652,97.046,31.80027461051941,,,
92,0.08839329622704964,96.83,31.734914302825928,,,
93,0.0883148568908653,96.842,31.48708462715149,,,
94,0.09908988959658557,96.47,31.73761010169983,,,
95,0.086058244528368,96.954,31.909765481948853,1.328213079066216,72.9,3.5839505195617676
96,0.08133224450299502,97.084,31.297480821609497,,,
97,0.08860366243649931,96.868,31.794584035873413,,,
98,0.09026046028441709,96.744,32.15326929092407,,,
99,0.08496291141795076,97.028,32.13952898979187,,,
100,0.09057521251509028,96.756,32.13410687446594,1.3907949358602114,72.63,3.601747512817383

Args Information
model_type,vit
image_size,32
patch_size,4
num_classes,10
dim,128
depth,6
heads,4
mlp_dim,256
pool,cls
channels,3
dim_head,64
dropout,0.1
emb_dropout,0.1
batch_size,128
num_epochs,100
learning_rate,0.00064
epoch_step,5
csv_file,vit_original.csv
model_name,vit_model.pth
nb_features,
generalized_attention,False
kernel_fn,relu
no_projection,False
qkv_bias,True
