Epoch,Train Loss,Train Accuracy,Train Time (s),Test Loss,Test Accuracy,Inference Time (s),Learning Rate
86,0.3937309439084968,85.806,20.69439697265625,,,,0.0008
87,0.3890733743200497,86.098,20.711264848709106,,,,0.0008
88,0.3838129636584496,86.266,20.71653652191162,,,,0.0008
89,0.3743959279084692,86.614,20.704941987991333,,,,0.0008
90,0.40432857037806996,85.514,20.73612880706787,0.6475897781550884,79.74,2.0746264457702637,0.0008
91,0.3618044222952152,86.844,20.70858335494995,,,,0.0008
92,0.35853924016867367,87.14,20.70386004447937,,,,0.0008
93,0.3536998009195133,87.19,20.71169686317444,,,,0.0008
94,0.3500654047393069,87.5,20.69503378868103,,,,0.0008
95,0.34999710823200186,87.392,20.713061809539795,0.6927274234592915,78.2,2.075383186340332,0.0008
96,0.3480287008747763,87.59,20.710176706314087,,,,0.0008
97,0.3365689125292155,87.896,20.70267653465271,,,,0.0008
98,0.3299566699686099,88.12,20.74811053276062,,,,0.0008
99,0.3377964573399145,87.948,20.71360206604004,,,,0.0008
100,0.3271017627296399,88.23,20.712470054626465,0.6943660624325275,79.02,2.10831356048584,0.0008

Args Information
model_type,performer
image_size,32
patch_size,4
num_classes,10
dim,128
depth,6
heads,8
mlp_dim,256
pool,cls
channels,3
dim_head,32
dropout,0.1
emb_dropout,0.1
batch_size,256
num_epochs,100
learning_rate,0.0008
epoch_step,5
csv_file,performer_exp.csv
model_name,performer_exp_model.pth
nb_features,128
generalized_attention,False
kernel_fn,exp
no_projection,False
qkv_bias,True
